recipe_name,ingredients,Cuisine,URL,image-url
Tomato Kurma Recipe - Thakkali Kurma For Biryani & Parotta,3 green chillies 3 tablespoons fresh coconut - grated 4 tomatoes - finely chopped salt - as per your taste 1 tablespoon fennel seeds (saunf) 1 tablespoon water 2 star anise 1 inch cinnamon stick (dalchini) 1 teaspoon cumin seeds (jeera) 2 tablespoons sambar powder 2 onions - finely chopped 2 teaspoons ghee 2 tablespoons roasted gram dal (pottukadalai),South Indian Recipes,https://www.archanaskitchen.com/tomato-kurma-recipe-thakkali-kurma-perfect-for-biryani-parotta,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Tomato_Kurma_Recipe_-_Thakkali_Kurma_Perfect_For_Biryani_and_Parotta-1.jpg
Palak Makki Ki Roti Recipe - Spicy Spinach Cornmeal Flatbread Recipe),1 teaspoon cumin powder (jeera) sunflower oil - for cooking salt - to taste 1 inch ginger - grated 1 teaspoon red chilli powder 1/4 cup whole wheat flour 1 cup spinach leaves (palak) - chopped 1-1/2 cups makki ka atta (yellow corn meal flour),North Indian Recipes,https://www.archanaskitchen.com/palak-makki-ki-roti-recipe-spicy-spinach-corn-meal-flat-bread-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Palak_Makki_Ki_Roti_Recipe_Spicy_Spinach_Corn_Meal_Flat_Bread_Recipe_.jpg
Arbi Tomato Onion Sabzi (Recipe in Hindi) with Tomato Onion Arbi Vegetable Recipe,12 arbi - finely chopped  3/4 teaspoon coriander powder  oil - as per use  asafetida - a pinch  1 onion - chopped  3/4 teaspoon turmeric powder  2 green chillies - finely chopped  2 tomatoes - chopped  3/4 teaspoon red chili powder  2 dry red chillies  salt - as per taste  3/4 teaspoon garam masala powder  1 teaspoon ginger garlic paste,North Indian Recipes,https://www.archanaskitchen.com/arbi-tomato-onion-sabzi-recipe-spicy-colocasia-stir-fry-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Aarti_Sharma/Arbi_in_fries_style.jpg
Savoury Carrot And Coriander Pancakes Recipe,baking powder - a pinch 1/2 cup paneer (homemade cottage cheese) - grated 1 green chilli - finely chopped 1/2 cup carrots (gajjar) - grated butter - to make pancakes salt - to taste 1/2 cup coriander (dhania) leaves - finely chopped 1 cup buttermilk 1 teaspoon ginger - grated 1 cup oats flour,Indian,https://www.archanaskitchen.com/savoury-carrot-and-coriander-pancakes-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Savoury_Carrot_and_Coriander_Pancakes.jpg
Mahali Kizhangu Thayir Urugaai Recipe (Mahali Root Curd Pickle),1-1/2 teaspoons turmeric powder (haldi) 1 kg sarsaparilla (mahali root) salt - to taste 1 teaspoon red chilli powder 1 lemon - juiced 2 teaspoons mustard seeds - ground to powder 1 liter curd (dahi / yogurt),Indian,https://www.archanaskitchen.com/mahali-kizhangu-thayir-urugaai-recipe-mahali-root-curd-pickle,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Mahali_Kizhangu_Thayir_Urugaai_Root_Curd_Pickle_Recipe.jpg
Ingi Mangai Sadam Recipe,1 sprig curry leaves - roughly torn 1 teaspoon white urad dal (split) 40 grams ginger - peeled and grated 1/2 teaspoon turmeric powder (haldi) salt - to taste 1 teaspoon mustard seeds 2 green chillies - finely chopped coriander (dhania) leaves - a small bunch finely chopped 1 mango (raw) - peeled and grated 3 cups cooked rice,South Indian Recipes,https://www.archanaskitchen.com/ingi-mangai-sadam-recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Rice/Mahindra_Seed_The_Rise_Campain_Ginger_Ingi_Manga_Sadam_Ginger_Mango_Rice_Recipe-18.jpg
Crispy Chicken Dumplings Recipe,300 grams boneless chicken 1/2 teaspoon turmeric powder (haldi) 1-1/2 teaspoons red chilli powder 2 sprig curry leaves 1 tablespoon gram flour (besan) salt - to taste 1 teaspoon coriander powder (dhania) 1-1/2 teaspoons ginger garlic paste 1/2 teaspoon black pepper powder 2 green chillies - slit 1 whole egg 1 tablespoon corn flour sunflower oil - to deep fry,Indian,https://www.archanaskitchen.com/crispy-chicken-pakoda-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Chicken_Pakoda.jpg
Tawa Paratha Recipe - Plain Paratha,ghee - or oil for cooking (as required) sunflower oil - for kneading 1/2 teaspoon salt 1 cup whole wheat flour,North Indian Recipes,https://www.archanaskitchen.com/plain-paratha-tawa-paratha-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/Extras/Tawa_Paratha_Recipe-7956.jpg
Minced Mutton Spring Rolls Recipe,water - a little 10 cloves garlic - finely chopped 1 teaspoon cumin powder (jeera) 1/4 cup corn flour 1 teaspoon garam masala powder salt - to taste 2 tablespoons all purpose flour (maida) 1 teaspoon red chilli powder 2 green chillies - finely chopped 1 onion - finely chopped 250 grams mutton - boneless and washed 1 cup water 1/2 cup all purpose flour (maida) 1/4 teaspoon turmeric powder (haldi) 2 teaspoon coriander (dhania) powder 1 inch ginger - finely chopped 2 tablespoon mint leaves (pudina) - chopped,Indian,https://www.archanaskitchen.com/minced-mutton-spring-rolls-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Minced_Mutton_Spring_Rolls_Video_Recipe_6_1600.jpg
Healthy Ragi & Rice Breakfast Porridge Recipe,400 ml milk 1 tablespoon palm sugar - or to taste 1 teaspoon cocoa powder 2 tablespoons ragi flour (finger millet/ nagli) 1 cup cooked rice 1 tablespoon flax seed powder (flax meal) 1 tablespoon almond meal (badam powder),Indian,https://www.archanaskitchen.com/healthy-ragi-rice-breakfast-pudding-recipe,https://www.archanaskitchen.com/images/archanaskitchen/World_Breakfast/Healthy_Ragi_and_Rice_Breakfast_Pudding_Recipe-1.jpg
Grape Wright Recipe,2 cups curd (dahi / yogurt) mint leaves (pudina) - few leaves for garnish 1/4 teaspoon cumin powder (jeera) - roasted salt - as needed 1/4 teaspoon red chilli powder 1-1/2 teaspoon sugar 1 cup green seedless grapes - cut into two halves,North Indian Recipes,https://www.archanaskitchen.com/angoor-raita-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Angoor_Raita_.jpg
No Onion No Garlic Aloo Makhana Sabzi Recipe,1/2 teaspoon turmeric powder (haldi) 1-1/2 teaspoon red chilli powder 1 teaspoon cumin seeds (jeera) 1 teaspoon coriander powder (dhania) 1 cup phool makhana (lotus seeds) 2 green chillies - finely chopped 1 teaspoon fennel seeds (saunf) salt - to taste (kala namak is using for a fast) 2 tablespoons sunflower oil 1 cup baby potatoes,Indian,https://www.archanaskitchen.com/no-onion-no-garlic-aloo-makhana-sabzi-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Aloo_Makhana_Sabzi_no_onion_no_garlic.jpg
Foxtail Millet Khichdi Recipe with Batata Aloo Nu Shaak,1 inch cinnamon stick (dalchini) 1 teaspoon cumin seeds (jeera) 1 inch ginger - grated 1 teaspoon whole black peppercorns - coarsely pounded 1/2 cup foxtail millet 1/2 cup yellow moong dal (split) 1 tablespoon ghee 1/4 teaspoon asafoetida (hing) 1 teaspoon turmeric powder (haldi),Indian,https://www.archanaskitchen.com/foxtail-millet-khichdi-recipe-with-batata-aloo-nu-shaak,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Rice/Foxtail_millet_khichdi_recipe_aloo_tamatar_sabzi_batata_nu_shaak_vegetarian_recipe-6.jpg
Spicy And Tangy Bread Upma Recipe,1 tablespoon garam masala powder 1 teaspoon sugar salt - as required 1/2 teaspoon mustard seeds 10 whole wheat brown bread - cut into squares or roughly torn 1/2 cup water 1/2 teaspoon white urad dal (split) 6 sprig coriander (dhania) leaves - finely chopped 1/2 teaspoon chaat masala powder 1 onion - finely chopped 1 tomato - big 1 tablespoon sunflower oil 1 tablespoon ginger garlic paste 1 green bell pepper (capsicum) - finely chopped 3 green chillies - finely chopped,South Indian Recipes,https://www.archanaskitchen.com/spicy-and-tangy-bread-upma-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/jan-30/Bread_Upma_Recipe-1344.jpg
Chana Dal Khichdi Recipe,1/2 teaspoon turmeric powder (haldi) salt - to taste 1 cup rice 1/2 cup chana dal (bengal gram dal) - soaked and drained 1/4 teaspoon asafoetida (hing) 1/2 teaspoon ginger - grated 2 green chillies - sliced or chopped 1/2 teaspoon cumin seeds (jeera),North Indian Recipes,https://www.archanaskitchen.com/chana-dal-khichdi-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/Chana_Dal_Khichdi.jpg
Scrambled Eggs With Ridge Gourd Sabzi Recipe,1 tablespoon coriander powder (dhania) salt - to taste 1 teaspoon red chilli powder 1 tablespoon ginger - finely chopped 1 onion - finely chopped 2 teaspoon coriander (dhania) leaves - finely chopped for garnish 1/4 teaspoon turmeric powder (haldi) 300 grams ridge gourd (turai/ peerkangai) 1 sprig curry leaves 4 whole eggs 3 green chillies - finely chopped,Indian,https://www.archanaskitchen.com/scrambled-eggs-with-ridge-gourd-sabzi-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Scrambled_Eggs_With_Ridge_Gourd_Sabzi.jpg
Tamil Nadu Style Coconut Chutney Recipe - For Idli And Dosa,1 teaspoon white urad dal (split) 2 green chillies 1/2 teaspoon mustard seeds 3/4 cup lukewarm water 1 teaspoon sunflower oil - for seasoning salt - to taste 1 inch ginger 1-1/2 cups fresh coconut - grated 1 dry red chilli - broken 1 sprig curry leaves - finely chopped,South Indian Recipes,https://www.archanaskitchen.com/video-recipe-coconut-chutney-a-delicious-south-indian-accompaniment,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Tamil_Nadu_Coconut_Chutney_Recipe_Video_3_1600.jpg
Lauki Paratha Recipe - Bottle Gourd Flatbread,1 green chilli - finely chopped 1 bottle gourd (lauki) - peeled and grated 1 tablespoon ghee - for smearing on parathas salt - to taste 1/2 teaspoon garam masala powder 1 teaspoon ajwain (carom seeds) 2 cups whole wheat flour 2 teaspoon ginger - grated 1/2 teaspoon red chilli powder,North Indian Recipes,https://www.archanaskitchen.com/lauki-paratha-recipe-bottle-gourd-flatbread,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Lauki_Paratha_Recipe_Bottle_Gourd_Flatbread.jpg
Makhana Pakora Recipe - Puffed Lotus Seed Pakoras Recipe, salt - 1 sprig of green coriander - chopped  1 teaspoon cumin seeds  1 teaspoon red chilli powder  1 onion - finely chopped 100 gm makhana - crush in ghee  crush 1/2 cup gram flour  1 green chili - chopped  1 teaspoon turmeric powder  1 sprig of curry leaves - chopped  oil - as per taste,Indian,https://www.archanaskitchen.com/puffed-lotus-seed-pakoras-recipe-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Puffed_Lotus_Seed_Pakodas_Recipe_.jpg
Golgappa Chaat Recipe,1 sprig mint leaves (pudina) - chopped 2 tablespoons boondi 1 sprig coriander (dhania) leaves - chopped 1/2 cup sweet chutney (date & tamarind) - to taste 1 potato (aloo) - boiled and peeled 2 cups curd (dahi / yogurt) sugar - to taste 1/2 cup green chutney (coriander & mint) - to taste 1/2 teaspoon cumin powder (jeera) - roasted sunflower oil - for making dough and deep frying 1/2 cup all purpose flour (maida) 1/2 cup kala chana (brown chickpeas) - sprouted and boiled (optional) 1 cup sooji (semolina/ rava) 1/2 teaspoon red chilli powder,North Indian Recipes,https://www.archanaskitchen.com/gol-gappa-chaat-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Aarti_Sharma/Gol_Gappa_Chaat.jpg
Foxtail Millet Idli Recipe - Healthy Indian Diabetic Idli Recipe,1 cup foxtail millet 1 teaspoon methi seeds (fenugreek seeds) 1-1/2 cups white urad dal (split) salt - to taste,South Indian Recipes,https://www.archanaskitchen.com/foxtail-millet-mini-idli-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Foxtail_Millet_Mini_Idli_Recipe_.jpg
Lugai Gosht Recipe - Mutton In Spicy Tomato Onion Gravy,3 green chillies 1 kg mutton 750 grams onion - thinly sliced ghee - as required 1/2 tablespoon red chilli powder - adjustable 750 grams tomato - finely chopped 1 inch cinnamon stick (dalchini) 1 teaspoon cumin seeds (jeera) 4 whole black peppercorns salt - to taste 1/2 tablespoon cumin powder (jeera) - adjustable 2 dry red chillies 1 tablespoon ginger garlic paste 1/2 inch ginger - thinly sliced sunflower oil - as required 3 cardamom (elaichi) pods/seeds -,North Indian Recipes,https://www.archanaskitchen.com/lugai-gosht-recipe-mutton-in-spicy-tomato-onion-gravy,https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/Lugani_Gosht_original.jpg
Rock Toast Recipe - Semolina Bread Toast,2 tablespoons coriander (dhania) leaves - finely chopped 1 green chilli - finely chopped sunflower oil - for cooking the toast salt - to taste 1/2 cup green bell pepper (capsicum) - finely chopped 1/4 cup onion powder - finely chopped 1/4 cup curd (dahi / yogurt) 1/2 cup sooji (semolina/ rava) 1 teaspoon black pepper powder,Indian,https://www.archanaskitchen.com/rock-toast-recipe-semolina-bread-toast,https://www.archanaskitchen.com/images/Rock_Toast_Semolina_Bread_Toast_Recipe_Spiced_With_Green_Chilli-5.jpg
Spicy Baby Potatoes Recipe,1 dry red chilli 1/2 teaspoon turmeric powder (haldi) 1 teaspoon amchur (dry mango powder) 1 teaspoon cumin powder (jeera) 1 teaspoon garam masala powder salt - to taste 1 teaspoon cumin seeds (jeera) 1 teaspoon lemon juice 1 teaspoon coriander powder (dhania) 1 teaspoon red chilli powder 1 sprig curry leaves - optional 3 tablespoons coriander (dhania) leaves - chopped 12 baby potatoes sunflower oil - as required,North Indian Recipes,https://www.archanaskitchen.com/spicy-baby-potatoes-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/SPICY_BABY_POTATOES.jpg
Dry Fruit & Nut Modak Recipe,6 dried figs - finely chopped 1 pinch cardamom powder (elaichi) 3/4 cup dates - (deseeded) 4 tablespoons ghee 1/4 cup badam (almond) 1 teaspoon poppy seeds - slightly roasted 1/4 cup pistachios 2 teaspoon cashew nuts,Indian,https://www.archanaskitchen.com/dry-fruit-nut-modak-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sonik/Dry_Fruits_nuts_Modak_recipe.jpg
Vetrilai Thogayal Recipe - Paan Chutney Recipe,1 tablespoon coriander (dhania) seeds 13-15 betel leaves (paan) - vetrilai salt - to taste 1 teaspoon cumin seeds (jeera) 30 grams tamarind 1 tablespoon chana dal (bengal gram dal) 6 onion 1/4 teaspoon asafoetida (hing) 12 cloves garlic 2 tablespoon sunflower oil 1 tablespoon black urad dal (split),South Indian Recipes,https://www.archanaskitchen.com/vetrilai-thogayal-paan-chutney-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Vetrilai_thogayal__Paan_Chutney.jpg
Mushroom Tikka Masala Dry Recipe,1 teaspoon kashmiri red chilli powder 1/4 cup curd (dahi / yogurt) - or greek yogurt (hung yogurt) 1 teaspoon ginger garlic paste 2 cups button mushrooms - cut into 2 1/8 teaspoon turmeric powder (haldi) 2 teaspoon garam masala powder 1 teaspoon lemon juice 2 teaspoons sunflower oil salt - to taste 1/2 teaspoon chaat masala powder kasuri methi (dried fenugreek leaves) 1/2 cup green bell pepper (capsicum) - cubed 1/2 cup onion - chopped 2 tablespoon gram flour (besan) 1 teaspoon turmeric powder (haldi),North Indian Recipes,https://www.archanaskitchen.com/mushroom-tikka-masala-dry-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Mushroom_Tikka_Masala_Dry_Recipe_.jpg
Keerai Karamani Kuzhambu- Palak Lobia Curry Recipe,4 dry red chillies 1 teaspoon black pepper corns 1 tablespoon coriander (dhania) seeds 1/2 teaspoon mustard seeds 2 dry red chilli salt - to taste 2 sprig curry leaves 100 grams spinach leaves (palak) - roughly chopped 2 cloves garlic - sliced 1/2 cup fresh coconut 1/2 teaspoon methi seeds (fenugreek seeds) 30 grams tamarind - soaked in water 1 teaspoon coconut oil 1/4 cup pearl onions (sambar onions) - quartered 1 cup black eyed beans (lobia) - soaked for 4 hours 1/2 teaspoon cumin seeds (jeera) 1/4 teaspoon turmeric powder (haldi),South Indian Recipes,https://www.archanaskitchen.com/black-eyed-beans-and-palak-curry-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/palak_lobia_curry/Palak_Lobia_Curry_Recipe_Spinach_Blackeyed_Beans_Curry_11_1600_1600.jpg
Dry Suran Masala Vegetable Recipe,1 onion - sliced 1/2 teaspoon cumin powder (jeera) 1/2 teaspoon turmeric powder (haldi) 2 teaspoons sunflower oil salt - to taste 1 teaspoon garlic - finely chopped 1 teaspoon coriander powder (dhania) 2 green chillies - slit 1/2 teaspoon black pepper powder 1/2 teaspoon garam masala powder 1/2 teaspoon red chilli powder 1 sprig curry leaves 1/2 teaspoon cumin seeds (jeera) 1 teaspoon ginger - finely chopped 250 grams elephant yam (suran/senai/ratalu) - sliced into 1 inch square pieces,North Indian Recipes,https://www.archanaskitchen.com/sukhi-suran-masala-sabzi-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/Sukhi_Suran_Masala_Sabzi_Recipe_-_Sukhi_Masala_Jimikand_5_1600.jpg
Brinjal Tomato Vegetable - Brinjal / Eggplant Masala Recipe,1/2 teaspoon turmeric powder (haldi) 5 tomato - finely chopped 1 teaspoon garam masala powder salt - to taste 4 cloves garlic - finely chopped 1 teaspoon coriander powder (dhania) 1 brinjal (baingan / eggplant) - cut into 1 inch thick wedges 1 onion - finely chopped coriander (dhania) leaves - small bunch 1 tablespoon ghee - for cooking 1 teaspoon sunflower oil 1/2 teaspoon red chilli powder - to taste,Indian,https://www.archanaskitchen.com/baingan-masala-recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Baingan_Tamatar_Ki_Sabzi_No_Onion_No_Garlic_Recipe-1.jpg
Wheat Paratha Recipe With Pizza Topping,2 cup whole wheat flour red chilli flakes - as required 1/4 cup onions - sliced thin 1/4 cup yellow bell pepper (capsicum) - chopped into small pieces 1 cup mozzarella cheese - grated water - as needed 1/2 cup homemade pizza and pasta sauce 1 teaspoon sunflower oil - and more for smearing on paratha 1/4 cup red bell pepper (capsicum) - chopped into small pieces dried oregano - as required 1/4 cup sweet corn 1/4 cup green bell pepper (capsicum) - chopped into small pieces 1 teaspoon salt,Indian,https://www.archanaskitchen.com/pizza-topping-wheat-paratha-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Pizza_Topping_Wheat_Paratha.jpg
Carrot Peanut Chutney Recipe,3 green chillies 1 teaspoon gingelly oil salt - to taste 1 teaspoon mustard seeds 1 onion 1/4 cup mint leaves (pudina) 1 tablespoon fresh coconut - grated 2 tablespoons roasted peanuts (moongphali) 1 carrot (gajjar) - peeled & chopped 1 sprig curry leaves 1 tablespoon garlic - chopped,South Indian Recipes,https://www.archanaskitchen.com/carrot-peanut-chutney-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Preeti_Tamilarasan/Carrot_Peanut_Chutney.jpg
Oats Uppu Kozhukattai Recipe,1 teaspoon white urad dal (split) 3/4 cup rice flour 1-1/2 teaspoon sunflower oil salt - to taste 1 cup instant oats (oatmeal) 1/2 cup fresh coconut - grated 1 teaspoon mustard seeds 10 curry leaves 1 tablespoon sunflower oil 2 dry red chillies - broken (adjust) 1 tablespoon chana dal (bengal gram dal) 1/4 teaspoon asafoetida (hing) 1 pinch salt 2-1/2 cups water,South Indian Recipes,https://www.archanaskitchen.com/oats-uppu-kozhukattai-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/akila_subramanian/Oats_Kara_Uppu_Kozhukattai.jpg
Buttered Potato Cubes Recipe - Finger Food For Babies Above 9 Months,1 potato (aloo) - washed 1 teaspoon butter (unsalted) cumin powder (jeera) - a pinch (optional) salt - a pinch black pepper powder - a pinch,Indian,https://www.archanaskitchen.com/buttered-potato-cubes-recipe-finger-food-for-babies-above-9-months,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sandhya-archanaskitchen.com/Buttered_Potato_Cubes_Recipe_Finger_Food_For_Babies_Above_9_months_1600.jpg
Milk Peda Recipe,1 cup milk powder 1/2 teaspoon cardamom powder (elaichi) 1 cup condensed milk 2 tablespoons milk 7 to 8 saffron strands 2 to 3 tablespoons ghee,Indian,https://www.archanaskitchen.com/milk-peda-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/MILK_PEDA.jpg
Creamy and Delicious Fruit Custard Recipe,3 tablespoons custard powder 1/2 cup green seedless grapes - cut into half 1 apple - cut into small cubes 1/4 cup fresh pomegranate fruit kernels 750 ml milk 3 ripe bananas - (small) cut into small cubes 1/2 cup sugar 1 orange - peeled and cut,Indian,https://www.archanaskitchen.com/fruit-custard-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/15-june/Recipe_For_Beginners_Fruit_Custard_Recipe_With_Custard_Powder-1.jpg
 Palak Chana Dal Recipe, 2 tbsp ghee  1 tomato - chopped  1 tsp turmeric powder  1 tbsp ginger garlic paste  1 onion - chopped 1 cup chana dal - soaked in water for 20 minutes  1/4 tsp asafoetida  1/2 tsp red chili powder  1/2 tsp turmeric powder  3 cups water  2 dry red chillies  salt - as per taste  1 tsp cumin  1/2 tsp cumin powder  2 green chillies - chopped  200 grams spinach - wash and chop,North Indian Recipes,https://www.archanaskitchen.com/palak-chana-dal-recipe-healthy-spinach-gram-dal-recipe-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Palak_Chana_Dal.jpg
Egg Pulao Recipe,1 cup tomato - finely sliced water - as required 3 tablespoon ghee - or oil 1 teaspoon red chilli powder 1/4 cup mint leaves (pudina) - chopped 1 tablespoon ghee 6 cardamom (elaichi) pods/seeds 2 inch ginger 8 whole black peppercorns salt - to taste 1 star anise 4 green chillies 2 bay leaves (tej patta) 1-1/2 teaspoon cumin seeds (jeera) 3 cups basmati rice - soaked for 45 mins 12 whole eggs - hard-boiled 2 inch cinnamon stick (dalchini) 1 lemon juice 12 cloves garlic 1/4 teaspoon whole black peppercorns - freshly crushed 1/4 cup coriander (dhania) leaves - chopped 1/2 teaspoon turmeric powder (haldi) 1 cup onions - finely sliced 3/4 cup curd (dahi / yogurt) - whisked well 3 green chillies - slit,Indian,https://www.archanaskitchen.com/egg-pulao-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Farrukh_Aziz_Ansari/Egg_Pulao.jpg
Instant Carrot Pickle Recipe,salt - to taste 2 teaspoon mustard seeds - split/coarsely pounded 1 cup carrot (gajjar) - cut into slices 1 teaspoon red chilli powder 2 tablespoons mustard oil 1/2 teaspoon kalonji (onion nigella seeds) - or kalonji 1/4 teaspoon asafoetida (hing) 2 teaspoon methi seeds (fenugreek seeds) - split 1/2 teaspoon fennel seeds (saunf) - coarsely powdered,Indian,https://www.archanaskitchen.com/instant-carrot-pickle-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/Instant_Carrot_Pickle_400.jpg
Potato Bonda Recipe Flavoured With Sambar Powder,1/2 teaspoon mustard seeds 2 teaspoons sunflower oil - hot 3 tablespoons corn flour salt - to taste 1 teaspoon cumin seeds (jeera) 1 teaspoon coriander powder (dhania) 1/2 cup gram flour (besan) 1/2 teaspoon garam masala powder 2 teaspoons sambar powder asafoetida (hing) - a pinch 1/4 teaspoon turmeric powder (haldi) 1/2 cup green peas (matar) - (optional) cooking soda - a pinch 2 potatoes (aloo) - boiled 1/2 teaspoon red chilli powder sunflower oil - to deep fry,South Indian Recipes,https://www.archanaskitchen.com/potato-bonda-recipe-flavoured-with-sambar-powder,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/POTATO_BONDA_original_edited1.jpg
Homemade Idli Dosa Batter Recipe,1-1/4 cups white urad dal (whole) water - for soaking 3 cups idli rice 2 teaspoons methi seeds (fenugreek seeds),Indian,https://www.archanaskitchen.com/video-recipe-how-to-make-homemade-idli-dosa-batter,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Classic_Idli_Dosa_Batter_Recipe_Video_4_1600.jpg
Baked Palak Ki Mathri Recipe (Baked Spinach Spicy Tea-Time Crackers),salt - to taste 4 tablespoons ghee 1 teaspoon ajwain (carom seeds) 100 grams spinach leaves (palak) - chopped 2 cups whole wheat flour 1 cup sooji (semolina/ rava),Indian,https://www.archanaskitchen.com/baked-palak-ki-mathri-recipe-baked-spinach-spicy-tea-time-crackers,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Tea_Time_Snacks/Baked_Palak_Ki_Mathri_Recipe.jpg
Makki Ki Puri Recipe (Maize Flour Fried Indian Bread),salt - as required 1 cup makki ka atta (yellow corn meal flour) 1/2 teaspoon ajwain (carom seeds) 1 cup whole wheat flour sunflower oil - as required,Indian,https://www.archanaskitchen.com/makki-ki-puri-recipe-maize-flour-fried-indian-bread,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Ritu_Arora/MAIZE_FLOUR_MAKKA_POORI.jpg
Paneer Butter Masala Recipe,1 teaspoon cumin powder (jeera) 1 teaspoon garam masala powder salt - to taste 1 teaspoon red chilli powder 1/4 cup fresh cream 200 gram paneer (homemade cottage cheese) - cut into cubes 3 tomatoes - pureed 6 cloves garlic 1 onion 1 inch ginger - peeled 2 tablespoon cashew nuts 2 tablespoons butter 1 teaspoon kasuri methi (dried fenugreek leaves),North Indian Recipes,https://www.archanaskitchen.com/paneer-butter-masala-recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Paneer_Butter_Masala_Recipe.jpg
Uttarkhand Style Mixed Bhaddu Dal Recipe,1 teaspoon ginger garlic paste 1/4 cup white urad dal (split) 1/4 teaspoon whole black peppercorns 1 inch cinnamon stick (dalchini) 1/4 teaspoon cumin seeds (jeera) 2 cardamom (elaichi) pods/seeds salt - to taste 1/4 teaspoon coriander (dhania) seeds 2 teaspoon fresh cream 2 cloves (laung) 1 bay leaf (tej patta) 1/2 cup homemade tomato puree 3 teaspoon sunflower oil 1/4 cup rajma (large kidney beans),North Indian Recipes,https://www.archanaskitchen.com/uttarkhand-style-mixed-bhaddu-dal-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/ruby_pathak-yahoo.com/Uttarkhand_Style_Mixed_Bhaddu_Dal.jpg
Cabbage & Buttermilk Curry Recipe,1 cup curd (dahi / yogurt) 1/2 teaspoon turmeric powder (haldi) salt - to taste 1/2 cup water 4 green chillies - slit 1 teaspoon mustard seeds 3 tablespoons gram flour (besan) asafoetida (hing) - a pinch 1 cabbage (patta gobi/ muttaikose) - medium sized sunflower oil - for tadka,Indian,https://www.archanaskitchen.com/cabbage-buttermilk-curry-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Chatori_Ladki/Cabbage__Buttermilk_Curry.jpg
